Year,POLY_ID,dens_sm,pupratio,lin_dens,trend5yr,Sect_ID
1995,162n,0.381285109,0.043196544,0.383333333,0.36684563,2
1995,162o,0,0.043196544,0.383333333,0.36684563,2
1995,163n,0.397545036,0.043196544,0.383333333,0.36316444,2
1995,163o,0,0.043196544,0.383333333,0.36316444,2
1995,164n,0.352849903,0.043196544,0.383333333,0.360087341,2
1995,164o,0,0.043196544,0.383333333,0.360087341,2
1995,165n,0.37279284,0.041407867,0.399206349,0.357560776,2
1995,165o,0,0.041407867,0.399206349,0.357560776,2
1995,166n,0.634959182,0.027662517,0.58968254,0.355238974,2
1995,166o,0,0.027662517,0.58968254,0.355238974,2
1995,167n,0.70488204,0.025542784,0.637301587,0.35309861,2
1995,167o,0,0.025542784,0.637301587,0.35309861,2
1995,168n,0.752598456,0.025542784,0.637301587,0.351119873,2
1995,168o,0,0.025542784,0.637301587,0.351119873,2
1995,169n,0.731317735,0.0249066,0.653174603,0.34928585,2
1995,169o,0,0.0249066,0.653174603,0.34928585,2
1995,170n,0.739719436,0.023174971,0.700793651,0.347596695,2
1995,170o,0,0.023174971,0.700793651,0.347596695,2
1995,171n,0.701137101,0.046349942,0.716666667,0.346040686,2
1995,171o,0,0.046349942,0.716666667,0.346040686,2
1995,172n,0.865335556,0.057526366,0.875396825,0.344613346,2
1995,172o,0,0.057526366,0.875396825,0.344613346,2
1995,173n,1.340598916,0.070463887,1.446825397,0.343386347,2
1995,173o,0,0.070463887,1.446825397,0.343386347,2
1995,174n,1.34814006,0.070463887,1.446825397,0.342294866,2
1995,174o,0,0.070463887,1.446825397,0.342294866,2
1995,175n,1.646383679,0.073293633,1.85952381,0.341339211,2
1995,175o,0,0.073293633,1.85952381,0.341339211,2
1995,176n,1.731502304,0.073293633,1.85952381,0.340540878,2
1995,176o,0,0.073293633,1.85952381,0.340540878,2
1995,177n,1.76580722,0.073293633,1.85952381,0.339940858,2
1995,177o,0,0.073293633,1.85952381,0.339940858,2
1995,178n,1.762101195,0.073293633,1.85952381,0.339686641,2
1995,178o,0,0.073293633,1.85952381,0.339686641,2
1995,179n,1.678006293,0.073293633,1.85952381,0.339837803,2
1995,179o,0,0.073293633,1.85952381,0.339837803,2
1995,180n,1.673850556,0.073293633,1.85952381,0.340429258,2
1995,180o,0,0.073293633,1.85952381,0.340429258,2
1995,181n,1.641431189,0.073971336,1.843650794,0.341559463,2
1995,181o,0,0.073971336,1.843650794,0.341559463,2
1995,182n,1.516745745,0.081632653,1.682539683,0.34327997,2
1995,182o,0,0.081632653,1.682539683,0.34327997,2
1995,183n,1.529776278,0.080808081,1.698412698,0.341097622,2
1995,183o,0,0.080808081,1.698412698,0.341097622,2
1995,184n,1.529776278,0.080808081,1.698412698,0.33928466,2
1995,184o,0,0.080808081,1.698412698,0.33928466,2
1995,185n,1.520575536,0.081632653,1.682539683,0.338381904,2
1995,185o,0,0.081632653,1.682539683,0.338381904,2
1995,186n,1.50929947,0.082474227,1.666666667,0.337387699,2
1995,186o,0,0.082474227,1.666666667,0.337387699,2
1995,187n,1.273353815,0.094117647,1.476190476,0.336483365,2
1995,187o,0,0.094117647,1.476190476,0.336483365,2
1995,188n,1.204228017,0.097560976,1.428571429,0.335580716,2
1995,188o,0,0.097560976,1.428571429,0.335580716,2
1995,189n,1.204228017,0.097560976,1.428571429,0.334635219,2
1995,189o,0,0.097560976,1.428571429,0.334635219,2
1995,190n,1.189836423,0.098765432,1.412698413,0.333308692,2
1995,190o,0,0.098765432,1.412698413,0.333308692,2
1995,191n,1.16945447,0.101265823,1.380952381,0.331345777,2
1995,191o,0,0.101265823,1.380952381,0.331345777,2
1995,192n,1.163342153,0.090909091,1.333333333,0.328988815,2
1995,192o,0,0.090909091,1.333333333,0.328988815,2
1995,193n,0.952515896,0.092307692,1.126984127,0.32637273,2
1995,193o,0,0.092307692,1.126984127,0.32637273,2
1995,194n,0.478153565,0.090909091,0.571428571,0.323652309,2
1995,194o,0,0.090909091,0.571428571,0.323652309,2
1995,195n,0.478153565,0.090909091,0.571428571,0.320901378,2
1995,195o,0,0.090909091,0.571428571,0.320901378,2
1995,196n,0.166842727,0.125,0.142857143,0.318125046,2
1995,196o,0,0.125,0.142857143,0.318125046,2
1995,197n,0.166842727,0.125,0.142857143,0.314874929,2
1995,197o,0,0.125,0.142857143,0.314874929,2
1995,198n,0.166842727,0.125,0.142857143,0.311186652,2
1995,198o,0,0.125,0.142857143,0.311186652,2
1995,199n,0.166842727,0.125,0.142857143,0.307194722,2
1995,199o,0,0.125,0.142857143,0.307194722,2
1995,200n,0.210594272,0.1,0.174603175,0.302758923,2
1995,200o,0,0.1,0.174603175,0.302758923,2
1995,201n,0.210594272,0.1,0.174603175,0.297928304,2
1995,201o,0,0.1,0.174603175,0.297928304,2
1995,202n,0.210594272,0.1,0.174603175,0.292844019,2
1995,202o,0,0.1,0.174603175,0.292844019,2
1995,203n,0.210594272,0.1,0.174603175,0.287529959,2
1995,203o,0,0.1,0.174603175,0.287529959,2
1995,204n,0.19756374,0.111111111,0.158730159,0.281945013,2
1995,204o,0,0.111111111,0.158730159,0.281945013,2
1995,205n,0.19756374,0.111111111,0.158730159,0.275968961,2
1995,205o,0,0.111111111,0.158730159,0.275968961,2
1995,206n,0.183332363,0.090909091,0.19047619,0.269623857,2
1995,206o,0.032325432,0.090909091,0.19047619,0.269623857,2
1995,207n,0.490671754,0.037037037,0.444444444,0.263120501,2
1995,207o,0.032325432,0.037037037,0.444444444,0.263120501,2
1995,208n,0.490671754,0.037037037,0.444444444,0.256497217,2
1995,208o,0.032325432,0.037037037,0.444444444,0.256497217,2
1995,209n,0.490671754,0.037037037,0.444444444,0.249813069,2
1995,209o,0.032325432,0.037037037,0.444444444,0.249813069,2
1995,210n,0.507439292,0.035714286,0.46031746,0.243040023,2
1995,210o,0.032325432,0.035714286,0.46031746,0.243040023,2
1995,211n,0.507439292,0.035714286,0.46031746,0.236196789,2
1995,211o,0.032325432,0.035714286,0.46031746,0.236196789,2
1995,212n,0.485874757,0.037037037,0.444444444,0.229310122,2
1995,212o,0.032325432,0.037037037,0.444444444,0.229310122,2
1995,213n,0.405997113,0,0.380952381,0.222308883,2
1995,213o,0.032325432,0,0.380952381,0.222308883,2
1995,214n,0.405997113,0,0.380952381,0.215157605,2
1995,214o,0.032325432,0,0.380952381,0.215157605,2
1995,215n,0.386834037,0,0.365079365,0.20788458,2
1995,215o,0.032325432,0,0.365079365,0.20788458,2
1995,216n,0.405055892,0,0.380952381,0.200503073,2
1995,216o,0.032325432,0,0.380952381,0.200503073,2
1995,217n,0.38608033,0,0.365079365,0.192987652,2
1995,217o,0.032325432,0,0.365079365,0.192987652,2
1995,218n,0.38608033,0,0.365079365,0.185433459,2
1995,218o,0.032325432,0,0.365079365,0.185433459,2
1995,219n,0.38608033,0,0.365079365,0.177745908,2
1995,219o,0.032325432,0,0.365079365,0.177745908,2
1995,220n,0.521602112,0.035714286,0.46031746,0.169754347,2
1995,220o,0.032325432,0.035714286,0.46031746,0.169754347,2
1995,221n,0.594730105,0.03125,0.523809524,0.161484602,2
1995,221o,0.032325432,0.03125,0.523809524,0.161484602,2
1995,222n,0.76628787,0.105263158,0.666666667,0.152838457,2
1995,222o,0.032325432,0.105263158,0.666666667,0.152838457,2
1995,223n,0.787065446,0.102564103,0.682539683,0.143633391,2
1995,223o,0.032325432,0.102564103,0.682539683,0.143633391,2
1995,224n,0.854880369,0.095238095,0.73015873,0.133956116,2
1995,224o,0.032325432,0.095238095,0.73015873,0.133956116,2
1995,225n,0.899188374,0.11627907,0.761904762,0.124028506,2
1995,225o,0.032325432,0.11627907,0.761904762,0.124028506,2
1995,226n,0.918965447,0.113636364,0.777777778,0.114752645,2
1995,226o,0.032325432,0.113636364,0.777777778,0.114752645,2
1995,227n,1.168320924,0.117647059,0.904761905,0.106149264,2
1995,227o,0,0.117647059,0.904761905,0.106149264,2
1995,228n,0.860981533,0.171428571,0.650793651,0.097806247,2
1995,228o,0,0.171428571,0.650793651,0.097806247,2
1995,229n,1.215551832,0.170212766,0.873015873,0.089665701,2
1995,229o,0,0.170212766,0.873015873,0.089665701,2
1995,230n,1.278034999,0.16,0.920634921,0.081642431,2
